file,delta_band_gap (eV),delta_h_corr (Hartree),delta_scf (Hartree),d_calc_pka (pKa),phenol_5_6_7,carbox_acid,benzoic_acid,thiol_thiophenol,aliphatic_alcohol,sec_amine_neg,heteorcyle_phen,alinine,primary_amine,tert_amine,sec_amine_sec_amine_ring,ring,aromatic,charge,hybridization,CBH_1,CBH_2,CBH_3,CBH_4,CBH_5,CBH_6,CBH_7,CBH_8,CBH_9,CBH_10,CBH_11,CBH_12,CBH_13,CBH_14,CBH_15,CBH_16,CBH_17,CBH_18,CBH_19,CBH_20,CBH_21,CBH_22,CBH_23,CBH_24,CBH_25,CBH_26,CBH_27,CBH_28,CBH_29,CBH_30,CBH_31,CBH_32,CBH_33,CBH_34,CBH_35,CBH_36,CBH_37,CBH_38,CBH_39,CBH_40,CBH_41,CBH_42,CBH_43,CBH_44,CBH_45,CBH_46,CBH_47,CBH_48,CBH_49,CBH_50,CBH_51,CBH_52,CBH_53,CBH_54,CBH_55,CBH_56,CBH_57,CBH_58,CBH_59,CBH_60,CBH_61,CBH_62,CBH_63,CBH_64,CBH_65,CBH_66,CBH_67,CBH_68,CBH_69,CBH_70,CBH_71,CBH_72,CBH_73,CBH_74,CBH_75,CBH_76,CBH_77,CBH_78,CBH_79,CBH_80,CBH_81,bond_length (angstrom),delta_e_extent (au),delta_tpsa,conjugate_acid,conjugate_base,exp_pka (pKa)
2267,0.0267,0.014402,-0.4455106,0.19,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,0.3333,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03,7.57,1.62,c1cc2cccc(c2c(c1)[NH3+:11])N(=O)=O,c1cc2cccc(c2c(c1)[NH2:11])N(=O)=O,2.79
2268,0.01283,0.014177,-0.45343146,4.02,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,0.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,1,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03,-47.69,1.2,C[NH+:13](C)c1ccc2ccccc2c1,C[N:13](C)c1ccc2ccccc2c1,4.566
2269,1.00E-04,0.014425,-0.4686815,10.85,0,0,0,0,0,0,0,0,0,1,0,1,0,1,4,0.3333,0,0,0,0.1667,0,0,0,0,0,0,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1429,0,0,0,0,0,0,1,0,0,0.25,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03,11.4,1.2,C[C@@H](C=C(c1cccs1)c2cccs2)[NH+:19]3CCCCCC3,C[C@@H](C=C(c1cccs1)c2cccs2)[N:19]3CCCCCC3,7.91
2270,0.031,0.014235,-0.46364182,8.85,0,0,0,0,0,0,0,0,0,1,0,1,0,1,4,0,0,0,0,0,0,0,0,0,0.2,0,0,0.5,0,0,0.5,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.04,51.16,1.2,CC(C)[N@@H+:12]1CCC[C@H](C(=O)CCC1)O,CC(C)[N@@:12]1CCC[C@H](C(=O)CCC1)O,8.1
2271,0.06512,0.014227,-0.4709185,12.13,0,0,0,0,0,0,0,0,0,0,1,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03,0.66,4.58,C1CC[NH2+:6]CC1,C1CC[NH:6]CC1,11.1
2272,0.06831,0.014391,-0.47269174,12.85,0,0,0,0,0,0,0,0,0,0,1,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03,1.35,4.58,C[C@@H]1CCC[C@@H]([NH2+:8]1)C,C[C@@H]1CCC[C@@H]([NH:8]1)C,11.07
2273,0.07561,0.014478,-0.4703976,11.93,0,0,0,0,0,0,0,0,0,1,0,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03,2.96,1.2,CC[NH+:8]1CCCCC1,CC[N:8]1CCCCC1,10.45
2274,0.0745,0.014672,-0.4687384,10.96,0,0,0,0,0,0,0,0,0,1,0,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03,3.05,1.2,C[NH+:7]1CCCCC1,C[N:7]1CCCCC1,10.1
2275,0.07644,0.015013,-0.47414607,13.01,0,0,0,0,0,0,0,0,0,1,0,1,0,1,4,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03,2.6,1.2,C[C@@H]1CCCC([N@H+:10]1C)(C)C,C[C@@H]1CCCC([N@:10]1C)(C)C,10.7
2276,0.0727,0.014881,-0.47546571,13.81,0,0,0,0,0,0,0,0,0,0,1,1,0,1,4,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03,-0.58,4.58,CC1(CCCC([NH2+:10]1)(C)C)C,CC1(CCCC([NH:10]1)(C)C)C,11.1
2277,0.0401,0.014374,-0.45739168,5.66,0,0,0,0,0,0,0,0,0,1,0,1,0,1,4,0.3333,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03,-19.97,1.2,CC[N@H+:9]1CCCC=C1C,CC[N@:9]1CCCC=C1C,11.53
2278,0.01723,0.012511,-0.47541147,14.9,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,3,0.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0.5,0,0,0,0.3333,0,0,0,0,0,0.1667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,1,-2.06,-2.83,c1ccc(c(c1)c2ccccn2)[OH:13],c1ccc(c(c1)c2ccccn2)[O-:13],9.98
2279,0.0174,0.014422,-0.46776515,10.58,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,0.2,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1667,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,1.03,20.06,4.58,C[NH2+:10]CCc1ccccn1,C[NH:10]CCc1ccccn1,9.78
2280,-0.02747,0.013059,-0.44225928,-0.3,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.02,40.72,1.25,CN(c1cccc[nH+:8]1)S(=O)(=O)C,CN(c1cccc[n:8]1)S(=O)(=O)C,1.73
2281,-0.01397,0.013141,-0.44683817,1.04,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0.3333,0,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.02,-1.04,1.25,c1ccc(cc1)/N=N/c2cccc[nH+:12]2,c1ccc(cc1)/N=N/c2cccc[n:12]2,2
2282,0.02478,0.014657,-0.46629703,9.75,0,0,0,0,0,0,0,0,0,1,0,1,0,1,4,0.25,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333,0,0,0,0,1,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,1.03,-13.59,1.2,c1ccnc(c1)C[NH+:13]2CCCCC2,c1ccnc(c1)C[N:13]2CCCCC2,8.51
2283,0.0742,0.014702,-0.47120613,12.13,0,0,0,0,0,0,0,0,0,1,0,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03,6.42,1.2,CCCC[N@@H+:10]1CCC[C@H]1C,CCCC[N@@:10]1CCC[C@H]1C,10.61
2284,0.02456,0.014549,-0.47060782,11.89,0,0,0,0,0,0,0,0,0,0,1,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333,0,0,0,0,0,0,0,0,0,0,0,0,0.3333,0,0,0,0,1.03,4.59,4.58,C1CCC(CC1)[C@@H]2CCC[NH2+:11]2,C1CCC(CC1)[C@@H]2CCC[NH:11]2,10.76
2285,0.0763,0.014629,-0.46915728,11.44,0,0,0,0,0,0,0,0,0,1,0,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03,5.82,1.2,CC[C@@H]1CCC[N@H+:8]1C,CC[C@@H]1CCC[N@:8]1C,9.78
2286,0.00585,0.014328,-0.46899483,10.79,0,0,0,0,0,0,0,0,0,0,1,1,0,1,4,0.25,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02,-29.08,4.58,c1ccc(cc1)[C@@H]2CCC[NH2+:11]2,c1ccc(cc1)[C@@H]2CCC[NH:11]2,9.6
2287,0.0335,0.01411,-0.45963436,7.25,0,0,0,0,0,0,0,0,0,0,1,1,0,1,4,0.3333,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333,0,0,0,0,0,0,0,0,0,0,0,0,0.3333,0,0,0,0,1.03,19.19,4.58,C1CCC(CC1)C2=CCC[NH2+:11]2,C1CCC(CC1)C2=CCC[NH:11]2,7.91
2288,0.04092,0.01439,-0.45886105,6.44,0,0,0,0,0,0,0,0,0,1,0,1,0,1,4,0.3333,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03,2.83,1.2,CC1=CCC[N@@H+:7]1C,CC1=CCC[N@@:7]1C,11.9
2289,0.04052,0.014122,-0.46027106,7.3,0,0,0,0,0,0,0,0,0,1,0,1,0,1,4,0.3333,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03,2.51,1.2,CC[N@H+:8]1CCC=C1C,CC[N@:8]1CCC=C1C,11.84
2290,0.02406,0.014179,-0.4560812,5.34,0,0,0,0,0,0,0,0,0,0,1,1,0,1,4,0.3333,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03,13.65,4.58,c1ccc(cc1)C2=CCC[NH2+:11]2,c1ccc(cc1)C2=CCC[NH:11]2,6.84
2291,0.00648,0.014799,-0.46365914,8.78,0,0,0,0,0,0,0,0,0,1,0,1,0,1,4,0.1429,0.3333,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.1667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333,0,0,0,0,0.25,0,0,0,0,0,0,0,0.2,0,0,0,0,1.03,39.16,1.2,c1ccc(cc1)C(c2ccccc2)C(=O)CC[NH+:21]3CCOCC3,c1ccc(cc1)C(c2ccccc2)C(=O)CC[N:21]3CCOCC3,6.39
2292,0.01772,0.014004,-0.46059412,7.49,0,0,0,0,0,0,0,0,0,0,1,1,0,1,4,0.1429,0,0,0,0,0,0,0.1667,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0.1111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03,3.16,4.58,Cc1ccc(cc1)S(=O)(=O)N2CC[NH2+:12]CC2,Cc1ccc(cc1)S(=O)(=O)N2CC[NH:12]CC2,7.4
2293,0.02888,0.01279,-0.459173,7.29,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,3,0.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.97,-2.85,-2.83,c1cc(nnc1[OH:7])O,c1cc(nnc1O)[O-:7],13
2294,0.0355,0.012632,-0.4575135,6.67,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,3,0.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.97,-1.68,-2.83,c1cc(nnc1)[OH:7],c1cc(nnc1)[O-:7],10.5
2295,-0.01311,0.012629,-0.44099963,-0.9,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.3333,1.02,3.64,1.25,c1c(cnc([nH+:5]1)N)Br,c1c(cnc([n:5]1)N)Br,1.95
2296,0.00018,0.01232,-0.48675355,20.53,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,0.3333,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333,0,0,0,0,0,0,0,0,0,1.01,-2.79,1.74,Cn1c(cc(=[NH2+:8])nc1N)SC,[H]/[N:8]=c\1/cc(n(c(n1)N)C)SC,11.9
2297,-0.00097,0.013098,-0.45374152,4.59,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.25,0,0.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.02,1.68,1.25,CNc1[nH+:6]ccc(n1)O,CNc1[n:6]ccc(n1)O,3.9
2298,-0.01162,0.013028,-0.44981623,2.89,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0.3333,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.02,96.33,1.25,CCCNc1[nH+:8]cccn1,CCCNc1[n:8]cccn1,4.09
2299,0.0364,0.012726,-0.4719186,13.71,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,3,0.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.97,-4.25,-2.83,Cc1ccc(c(c1)C)[OH:9],Cc1ccc(c(c1)C)[O-:9],10.45
2300,0.03563,0.012561,-0.47096992,13.28,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,3,0.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.97,-2.51,-2.83,Cc1ccc(c(c1)[OH:9])C,Cc1ccc(c(c1)[O-:9])C,10.22
2301,0.02497,0.012846,-0.46426052,9.67,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,3,0.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333,0.5,0,0,0,0,0,0,0,0,0.97,-0.9,-2.83,c1ccc2cnc(cc2c1)[OH:11],c1ccc2cnc(cc2c1)[O-:11],9.62
2302,0.02626,0.012906,-0.4661948,10.61,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,3,0.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.1429,0.25,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1667,0,0,0,0,0,0,0,0,0,0.97,-0.88,-2.83,c1cc(cc2c1ccnc2)[OH:11],c1cc(cc2c1ccnc2)[O-:11],8.9
2303,0.04338,0.013039,-0.47215542,13.29,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,3,0.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.97,-4.6,-2.83,c1cc2c(c(c1)[OH:11])CCCC2,c1cc2c(c(c1)[O-:11])CCCC2,10.28
2304,-0.00365,0.012213,-0.44964644,3.25,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,3,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1667,0,0,0,0,0,0,0,0.3333,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0.1429,0,0,0,0,0,0,0,0,0,0.98,-8.83,-2.83,c1cc2cc(ccc2nc1)C(=O)[OH:13],c1cc2cc(ccc2nc1)C(=O)[O-:13],0.1
2305,0.02293,0.012864,-0.46752885,11.26,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,3,0.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.97,-6.22,-2.83,c1ccc2c(c1)cccc2[OH:11],c1ccc2c(c1)cccc2[O-:11],9.3
2306,0.03372,0.012908,-0.46476528,10.11,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,3,0.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.97,0.77,-2.83,c1ccc(c(c1)[OH:7])O,c1ccc(c(c1)O)[O-:7],9.125
2307,0.00396,0.014477,-0.46712288,10.28,0,0,0,0,0,0,0,0,0,1,0,1,0,1,4,0.25,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0.25,1,0,0,0.3333,0,0,0,0,0,0.1429,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333,0,0,0,0,0,0,0,0.1667,0,0,0,0,0,0,0,0,0,1.03,3.4,1.2,c1cc2ccc(c(c2nc1)O)C[NH+:17]3CCCCC3,c1cc2ccc(c(c2nc1)O)C[N:17]3CCCCC3,10.9
2308,0.02906,0.01283,-0.4654618,10.23,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,3,0.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.3333,0,0,0,0.5,0,0,0,0.25,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0.98,-9.17,-2.83,c1cc2cc(cc(c2nc1)[OH:12])C(F)(F)F,c1cc2cc(cc(c2nc1)[O-:12])C(F)(F)F,10.1
2309,0.02016,0.012784,-0.46486884,10.37,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,3,0.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.97,3.52,-2.83,c1ccc2c(c1)c(ccc2O)[OH:11],c1ccc2c(c1)c(ccc2[O-:11])O,9.58
2310,0.09041,0.014493,-0.4617372,7.54,0,0,0,0,0,0,0,0,0,1,0,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,1.03,-4.28,1.2,C1C[NH+:10]2CCC1[C@H](C2)C#N,C1C[N:10]2CCC1[C@H](C2)C#N,7.81
2311,0.08144,0.014343,-0.4658806,9.63,0,0,0,0,0,0,0,0,0,1,0,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333,0,0.25,0,0,0.2,0,0,0,0,0,0,0,0.3333,0,0,0,0,1.02,-20.86,1.2,COC(=O)[C@@H]1C[NH+:10]2CCC1CC2,COC(=O)[C@@H]1C[N:10]2CCC1CC2,9.4
